entry_id,metal,ligand,log_K_exp,log_K_pred,residual,dg_net,donors_raw,donors_dedup,donors_used
NIST_Ca(II)_8316_K1,Ca(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,1.48,0.16,-1.32,-4.91,13,11,6
NIST_Sr(II)_8316_K1,Sr(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,1.31,2.7,1.39,-27.17,13,11,8
NIST_Ba(II)_8316_K1,Ba(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,1.27,5.72,4.45,-60.42,13,11,8
NIST_Mn(II)_8316_K1,Mn(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,2.33,3.95,1.62,-33.32,13,11,6
NIST_Co(II)_8316_K1,Co(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,2.92,8.88,5.96,-60.37,13,11,6
NIST_Ni(II)_8316_K1,Ni(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,3.43,10.67,7.24,-67.73,13,11,6
NIST_Cu(II)_8316_K1,Cu(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,3.79,10.11,6.32,-57.04,13,11,6
NIST_Zn(II)_8316_K1,Zn(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,2.76,6.42,3.66,-35.0,13,11,6
NIST_Cd(II)_8316_K1,Cd(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,3.18,4.97,1.79,-30.09,13,11,6
NIST_Al(III)_8316_K1,Al(III),Guanosine-5'-(dihydrogenphosphate) (GMP-,5.49,5.32,-0.17,-12.74,13,11,6
NIST_Li(I)_8318_K1,Li(I),Adenosine-5'-(trihydrogendiphosphate) (A,1.32,0.01,-1.31,6.92,15,12,4
NIST_Na(I)_8318_K1,Na(I),Adenosine-5'-(trihydrogendiphosphate) (A,1.12,-2.19,-3.31,13.4,15,12,6
NIST_K(I)_8318_K1,K(I),Adenosine-5'-(trihydrogendiphosphate) (A,1.0,-1.45,-2.45,9.76,15,12,6
NIST_Mg(II)_8318_K1,Mg(II),Adenosine-5'-(trihydrogendiphosphate) (A,3.25,0.2,-3.05,-8.75,15,12,6
NIST_Ca(II)_8318_K1,Ca(II),Adenosine-5'-(trihydrogendiphosphate) (A,2.86,0.16,-2.7,-4.91,15,12,6
NIST_Sr(II)_8318_K1,Sr(II),Adenosine-5'-(trihydrogendiphosphate) (A,2.76,2.7,-0.06,-27.17,15,12,8
NIST_Ba(II)_8318_K1,Ba(II),Adenosine-5'-(trihydrogendiphosphate) (A,2.36,5.72,3.36,-60.42,15,12,8
NIST_Mn(II)_8318_K1,Mn(II),Adenosine-5'-(trihydrogendiphosphate) (A,4.09,3.95,-0.14,-33.32,15,12,6
NIST_Co(II)_8318_K1,Co(II),Adenosine-5'-(trihydrogendiphosphate) (A,4.4,8.88,4.48,-60.37,15,12,6
NIST_Ni(II)_8318_K1,Ni(II),Adenosine-5'-(trihydrogendiphosphate) (A,4.42,10.67,6.25,-67.73,15,12,6
NIST_Cu(II)_8318_K1,Cu(II),Adenosine-5'-(trihydrogendiphosphate) (A,6.03,10.11,4.08,-57.04,15,12,6
NIST_Tl(I)_8318_K1,Tl(I),Adenosine-5'-(trihydrogendiphosphate) (A,1.7,2.65,0.95,-30.39,15,12,6
NIST_Zn(II)_8318_K1,Zn(II),Adenosine-5'-(trihydrogendiphosphate) (A,4.41,6.42,2.01,-35.0,15,12,6
NIST_Al(III)_8318_K1,Al(III),Adenosine-5'-(trihydrogendiphosphate) (A,7.82,5.32,-2.5,-12.74,15,12,6
NIST_Mg(II)_8320_K1,Mg(II),Inosine-5'-(tetrahydrogentriphosphate) (,4.44,-0.11,-4.55,-6.93,18,14,6
NIST_Ca(II)_8320_K1,Ca(II),Inosine-5'-(tetrahydrogentriphosphate) (,4.14,0.07,-4.07,-4.44,18,14,6
NIST_Sr(II)_8320_K1,Sr(II),Inosine-5'-(tetrahydrogentriphosphate) (,3.25,2.38,-0.87,-25.34,18,14,8
NIST_Ba(II)_8320_K1,Ba(II),Inosine-5'-(tetrahydrogentriphosphate) (,3.12,4.37,1.25,-52.7,18,14,8
NIST_Mn(II)_8320_K1,Mn(II),Inosine-5'-(tetrahydrogentriphosphate) (,5.07,3.37,-1.7,-29.99,18,14,6
NIST_Co(II)_8320_K1,Co(II),Inosine-5'-(tetrahydrogentriphosphate) (,4.7,7.38,2.68,-51.8,18,14,6
NIST_Ni(II)_8320_K1,Ni(II),Inosine-5'-(tetrahydrogentriphosphate) (,4.62,8.94,4.32,-57.87,18,14,6
NIST_Cu(II)_8320_K1,Cu(II),Inosine-5'-(tetrahydrogentriphosphate) (,5.88,9.23,3.35,-52.03,18,14,6
NIST_Zn(II)_8320_K1,Zn(II),Inosine-5'-(tetrahydrogentriphosphate) (,4.91,5.72,0.81,-30.96,18,14,6
NIST_Cd(II)_8320_K1,Cd(II),Inosine-5'-(tetrahydrogentriphosphate) (,5.18,4.64,-0.54,-28.23,18,14,6
NIST_Li(I)_8321_K1,Li(I),Adenosine-5'-(tetrahydrogentriphosphate),1.78,0.01,-1.77,6.92,18,14,4
NIST_Na(I)_8321_K1,Na(I),Adenosine-5'-(tetrahydrogentriphosphate),1.31,-2.19,-3.5,13.4,18,14,6
NIST_K(I)_8321_K1,K(I),Adenosine-5'-(tetrahydrogentriphosphate),1.17,-1.45,-2.62,9.76,18,14,6
NIST_Rb(I)_8321_K1,Rb(I),Adenosine-5'-(tetrahydrogentriphosphate),1.11,0.52,-0.59,-5.53,18,14,8
NIST_Cs(I)_8321_K1,Cs(I),Adenosine-5'-(tetrahydrogentriphosphate),1.06,0.43,-0.63,-5.63,18,14,8
NIST_Mg(II)_8321_K1,Mg(II),Adenosine-5'-(tetrahydrogentriphosphate),4.19,0.2,-3.99,-8.75,18,14,6
NIST_Ca(II)_8321_K1,Ca(II),Adenosine-5'-(tetrahydrogentriphosphate),3.86,0.16,-3.7,-4.91,18,14,6
NIST_Sr(II)_8321_K1,Sr(II),Adenosine-5'-(tetrahydrogentriphosphate),3.43,2.7,-0.73,-27.17,18,14,8
NIST_Ba(II)_8321_K1,Ba(II),Adenosine-5'-(tetrahydrogentriphosphate),3.18,5.72,2.54,-60.42,18,14,8
NIST_La(III)_8321_K1,La(III),Adenosine-5'-(tetrahydrogentriphosphate),6.32,8.07,1.75,-51.26,18,14,9
NIST_Nd(III)_8321_K1,Nd(III),Adenosine-5'-(tetrahydrogentriphosphate),6.58,16.35,9.77,-113.78,18,14,9
NIST_Eu(III)_8321_K1,Eu(III),Adenosine-5'-(tetrahydrogentriphosphate),6.66,11.39,4.73,-79.39,18,14,8
NIST_Dy(III)_8321_K1,Dy(III),Adenosine-5'-(tetrahydrogentriphosphate),6.72,12.27,5.55,-94.24,18,14,8
NIST_Mn(II)_8321_K1,Mn(II),Adenosine-5'-(tetrahydrogentriphosphate),4.81,3.95,-0.86,-33.32,18,14,6
NIST_Co(II)_8321_K1,Co(II),Adenosine-5'-(tetrahydrogentriphosphate),4.65,8.88,4.23,-60.37,18,14,6
NIST_Ni(II)_8321_K1,Ni(II),Adenosine-5'-(tetrahydrogentriphosphate),4.92,10.67,5.75,-67.73,18,14,6
NIST_Cu(II)_8321_K1,Cu(II),Adenosine-5'-(tetrahydrogentriphosphate),6.43,10.11,3.68,-57.04,18,14,6
NIST_VO(II)_8321_K1,VO(II),Adenosine-5'-(tetrahydrogentriphosphate),6.65,9.1,2.45,-47.95,18,14,5
NIST_Tl(I)_8321_K1,Tl(I),Adenosine-5'-(tetrahydrogentriphosphate),2.5,2.65,0.15,-30.39,18,14,6
NIST_Zn(II)_8321_K1,Zn(II),Adenosine-5'-(tetrahydrogentriphosphate),5.21,6.42,1.21,-35.0,18,14,6
NIST_Cd(II)_8321_K1,Cd(II),Adenosine-5'-(tetrahydrogentriphosphate),5.68,4.97,-0.71,-30.09,18,14,6
NIST_Al(III)_8321_K1,Al(III),Adenosine-5'-(tetrahydrogentriphosphate),7.92,5.32,-2.6,-12.74,18,14,6
NIST_Mg(II)_8322_K1,Mg(II),Guanosine-5'-(tetrahydrogentriphosphate),4.49,0.2,-4.29,-8.75,19,15,6
NIST_Ca(II)_8322_K1,Ca(II),Guanosine-5'-(tetrahydrogentriphosphate),3.75,0.16,-3.59,-4.91,19,15,6
NIST_Sr(II)_8322_K1,Sr(II),Guanosine-5'-(tetrahydrogentriphosphate),3.25,2.7,-0.55,-27.17,19,15,8
NIST_Ba(II)_8322_K1,Ba(II),Guanosine-5'-(tetrahydrogentriphosphate),3.08,5.72,2.64,-60.42,19,15,8
NIST_Mn(II)_8322_K1,Mn(II),Guanosine-5'-(tetrahydrogentriphosphate),5.1,3.95,-1.15,-33.32,19,15,6
NIST_Co(II)_8322_K1,Co(II),Guanosine-5'-(tetrahydrogentriphosphate),4.65,8.88,4.23,-60.37,19,15,6
NIST_Ni(II)_8322_K1,Ni(II),Guanosine-5'-(tetrahydrogentriphosphate),4.66,10.67,6.01,-67.73,19,15,6
NIST_Cu(II)_8322_K1,Cu(II),Guanosine-5'-(tetrahydrogentriphosphate),5.93,10.11,4.18,-57.04,19,15,6
NIST_Zn(II)_8322_K1,Zn(II),Guanosine-5'-(tetrahydrogentriphosphate),4.96,6.42,1.46,-35.0,19,15,6
NIST_Cd(II)_8322_K1,Cd(II),Guanosine-5'-(tetrahydrogentriphosphate),5.18,4.97,-0.21,-30.09,19,15,6
NIST_Li(I)_8323_K1,Li(I),Adenosine-5'-(pentahydrogentetraphosphat,2.22,0.01,-2.21,6.92,21,16,4
NIST_Na(I)_8323_K1,Na(I),Adenosine-5'-(pentahydrogentetraphosphat,1.71,-2.19,-3.9,13.4,21,16,6
NIST_K(I)_8323_K1,K(I),Adenosine-5'-(pentahydrogentetraphosphat,1.54,-1.45,-2.99,9.76,21,16,6
NIST_Mn(II)_8324_K1,Mn(II),"1'-(beta-D-Ribofuranosyl)di(1,3-diazolo)",0.72,3.31,2.59,-29.68,9,9,6
NIST_Cu(II)_8324_K1,Cu(II),"1'-(beta-D-Ribofuranosyl)di(1,3-diazolo)",2.81,9.54,6.73,-53.81,9,9,6
NIST_Zn(II)_8324_K1,Zn(II),"1'-(beta-D-Ribofuranosyl)di(1,3-diazolo)",1.51,5.77,4.26,-31.25,9,9,6
NIST_Mg(II)_8325_K1,Mg(II),"1,N(6)-Ethenoadenosine-5'-(dihydrogenpho",1.61,-0.41,-2.02,-5.23,12,10,6
NIST_Mn(II)_8325_K1,Mn(II),"1,N(6)-Ethenoadenosine-5'-(dihydrogenpho",2.59,3.31,0.72,-29.68,12,10,6
NIST_Cu(II)_8325_K1,Cu(II),"1,N(6)-Ethenoadenosine-5'-(dihydrogenpho",5.87,9.54,3.67,-53.81,12,10,6
NIST_Zn(II)_8325_K1,Zn(II),"1,N(6)-Ethenoadenosine-5'-(dihydrogenpho",3.18,5.77,2.59,-31.25,12,10,6
NIST_Mg(II)_8326_K1,Mg(II),"1,N(6)-Ethenoadenosine-5'-(tetrahydrogen",4.24,-0.41,-4.65,-5.23,18,14,6
NIST_Mn(II)_8326_K1,Mn(II),"1,N(6)-Ethenoadenosine-5'-(tetrahydrogen",5.1,3.31,-1.79,-29.68,18,14,6
NIST_Cu(II)_8326_K1,Cu(II),"1,N(6)-Ethenoadenosine-5'-(tetrahydrogen",9.0,9.54,0.54,-53.81,18,14,6
NIST_Zn(II)_8326_K1,Zn(II),"1,N(6)-Ethenoadenosine-5'-(tetrahydrogen",5.4,5.77,0.37,-31.25,18,14,6
NIST_Mg(II)_8332_K1,Mg(II),Aminomethylphosphonic acid (Gly-P),1.98,3.2,1.22,-25.88,4,2,2
NIST_Ca(II)_8332_K1,Ca(II),Aminomethylphosphonic acid (Gly-P),1.66,3.37,1.71,-23.27,4,2,2
NIST_Sr(II)_8332_K1,Sr(II),Aminomethylphosphonic acid (Gly-P),1.34,2.47,1.13,-25.86,4,2,2
NIST_Ba(II)_8332_K1,Ba(II),Aminomethylphosphonic acid (Gly-P),1.17,1.72,0.55,-37.56,4,2,2
NIST_Mn(II)_8332_K1,Mn(II),Aminomethylphosphonic acid (Gly-P),3.62,3.41,-0.21,-30.22,4,2,2
NIST_Co(II)_8332_K1,Co(II),Aminomethylphosphonic acid (Gly-P),4.52,3.86,-0.66,-31.7,4,2,2
NIST_Ni(II)_8332_K1,Ni(II),Aminomethylphosphonic acid (Gly-P),5.3,4.4,-0.9,-31.96,4,2,2
NIST_Cu(II)_8332_K1,Cu(II),Aminomethylphosphonic acid (Gly-P),8.1,5.0,-3.1,-27.85,4,2,2
NIST_Zn(II)_8332_K1,Zn(II),Aminomethylphosphonic acid (Gly-P),4.95,5.71,0.76,-30.92,4,2,2
NIST_Cd(II)_8332_K1,Cd(II),Aminomethylphosphonic acid (Gly-P),5.14,4.69,-0.45,-28.51,4,2,2
NIST_Mg(II)_8333_K1,Mg(II),DL-1-Aminoethylphosphonic acid (Ala-P),1.91,3.2,1.29,-25.88,4,2,2
NIST_Ca(II)_8333_K1,Ca(II),DL-1-Aminoethylphosphonic acid (Ala-P),1.5,3.37,1.87,-23.27,4,2,2
NIST_Mn(II)_8333_K1,Mn(II),DL-1-Aminoethylphosphonic acid (Ala-P),3.5,3.41,-0.09,-30.22,4,2,2
NIST_Co(II)_8333_K1,Co(II),DL-1-Aminoethylphosphonic acid (Ala-P),4.56,3.86,-0.7,-31.7,4,2,2
NIST_Ni(II)_8333_K1,Ni(II),DL-1-Aminoethylphosphonic acid (Ala-P),5.3,4.4,-0.9,-31.96,4,2,2
NIST_Cu(II)_8333_K1,Cu(II),DL-1-Aminoethylphosphonic acid (Ala-P),8.39,5.0,-3.39,-27.85,4,2,2
NIST_Zn(II)_8333_K1,Zn(II),DL-1-Aminoethylphosphonic acid (Ala-P),5.8,5.71,-0.09,-30.92,4,2,2
NIST_Mg(II)_8336_K1,Mg(II),DL-1-Aminopentylphosphonic acid (Norleu-,2.03,3.2,1.17,-25.88,4,2,2
NIST_Cu(II)_8336_K1,Cu(II),DL-1-Aminopentylphosphonic acid (Norleu-,8.97,5.0,-3.97,-27.85,4,2,2
NIST_Mg(II)_8337_K1,Mg(II),DL-1-Amino-2-methylpropylphosphonic acid,2.15,3.2,1.05,-25.88,4,2,2
NIST_Co(II)_8337_K1,Co(II),DL-1-Amino-2-methylpropylphosphonic acid,5.6,3.86,-1.74,-31.7,4,2,2
NIST_Ni(II)_8337_K1,Ni(II),DL-1-Amino-2-methylpropylphosphonic acid,6.19,4.4,-1.79,-31.96,4,2,2
NIST_Cu(II)_8337_K1,Cu(II),DL-1-Amino-2-methylpropylphosphonic acid,9.47,5.0,-4.47,-27.85,4,2,2
NIST_Zn(II)_8337_K1,Zn(II),DL-1-Amino-2-methylpropylphosphonic acid,6.31,5.71,-0.6,-30.92,4,2,2
NIST_Cu(II)_8338_K1,Cu(II),1-Aminocyclopentylphosphonic acid,8.46,5.0,-3.46,-27.85,4,2,2
NIST_Co(II)_8339_K1,Co(II),DL-1-Amino-2-phenylethylphosphonic acid ,4.7,3.86,-0.84,-31.7,4,2,2
NIST_Ni(II)_8339_K1,Ni(II),DL-1-Amino-2-phenylethylphosphonic acid ,5.46,4.4,-1.06,-31.96,4,2,2
NIST_Cu(II)_8339_K1,Cu(II),DL-1-Amino-2-phenylethylphosphonic acid ,8.3,5.0,-3.3,-27.85,4,2,2
NIST_Mg(II)_8341_K1,Mg(II),2-Amino-2-propylphosphonic acid,2.01,3.2,1.19,-25.88,4,2,2
NIST_Mn(II)_8341_K1,Mn(II),2-Amino-2-propylphosphonic acid,4.03,3.41,-0.62,-30.22,4,2,2
NIST_Fe(II)_8341_K1,Fe(II),2-Amino-2-propylphosphonic acid,4.68,4.93,0.25,-37.82,4,2,2
NIST_Co(II)_8341_K1,Co(II),2-Amino-2-propylphosphonic acid,5.19,3.86,-1.33,-31.7,4,2,2
NIST_Ni(II)_8341_K1,Ni(II),2-Amino-2-propylphosphonic acid,5.65,4.4,-1.25,-31.96,4,2,2
NIST_Cu(II)_8341_K1,Cu(II),2-Amino-2-propylphosphonic acid,9.13,5.0,-4.13,-27.85,4,2,2
NIST_Zn(II)_8341_K1,Zn(II),2-Amino-2-propylphosphonic acid,6.13,5.71,-0.42,-30.92,4,2,2
NIST_Al(III)_8341_K1,Al(III),2-Amino-2-propylphosphonic acid,11.42,11.67,0.25,-49.02,4,2,2
NIST_Mg(II)_8342_K1,Mg(II),2-Aminoethylphosphonic acid (b-Ala-P),2.18,3.2,1.02,-25.88,4,2,2
NIST_Ca(II)_8342_K1,Ca(II),2-Aminoethylphosphonic acid (b-Ala-P),1.72,3.37,1.65,-23.27,4,2,2
NIST_Co(II)_8342_K1,Co(II),2-Aminoethylphosphonic acid (b-Ala-P),4.6,3.86,-0.74,-31.7,4,2,2
NIST_Ni(II)_8342_K1,Ni(II),2-Aminoethylphosphonic acid (b-Ala-P),5.28,4.4,-0.88,-31.96,4,2,2
NIST_Cu(II)_8342_K1,Cu(II),2-Aminoethylphosphonic acid (b-Ala-P),8.52,5.0,-3.52,-27.85,4,2,2
NIST_Zn(II)_8342_K1,Zn(II),2-Aminoethylphosphonic acid (b-Ala-P),6.12,5.71,-0.41,-30.92,4,2,2
NIST_Mg(II)_8343_K1,Mg(II),3-Aminopropylphosphonic acid,2.01,3.2,1.19,-25.88,4,2,2
NIST_Ca(II)_8343_K1,Ca(II),3-Aminopropylphosphonic acid,1.68,3.37,1.69,-23.27,4,2,2
NIST_Cu(II)_8343_K1,Cu(II),3-Aminopropylphosphonic acid,7.15,5.0,-2.15,-27.85,4,2,2
NIST_Cu(II)_8344_K1,Cu(II),DL-1-Amino-2-methoxyethylphosphonic acid,8.13,5.81,-2.32,-32.51,5,3,3
NIST_Cu(II)_8345_K1,Cu(II),"DL-1,2-Diaminoethylphosphonic acid",12.21,5.97,-6.24,-33.39,5,3,3
NIST_Cu(II)_8346_K1,Cu(II),DL-1-Amino-2-(pentamethylenenitrilo)ethy,10.14,5.97,-4.17,-33.39,5,3,3
NIST_Co(II)_8347_K1,Co(II),Piperidine-2-phosphonic acid,5.1,3.86,-1.24,-31.7,4,2,2
NIST_Ni(II)_8347_K1,Ni(II),Piperidine-2-phosphonic acid,5.89,4.4,-1.49,-31.96,4,2,2
NIST_Cu(II)_8347_K1,Cu(II),Piperidine-2-phosphonic acid,8.76,5.0,-3.76,-27.85,4,2,2
NIST_Zn(II)_8347_K1,Zn(II),Piperidine-2-phosphonic acid,5.86,5.71,-0.15,-30.92,4,2,2
NIST_Cu(II)_8353_K1,Cu(II),DL-1-Amino-2-(methylamino)ethylphosphoni,11.81,5.97,-5.84,-33.39,5,3,3
NIST_Cu(II)_8354_K1,Cu(II),DL-1-Amino-2-(cyclohexylamino)ethylphosp,10.69,5.97,-4.72,-33.39,5,3,3
NIST_Cu(II)_8356_K1,Cu(II),DL-1-Amino-2-(dimethylamino)ethylphospho,10.78,5.97,-4.81,-33.39,5,3,3
NIST_Mg(II)_8360_K1,Mg(II),Amino(phenyl)methylenediphosphonic acid,7.39,7.91,0.52,-52.74,7,4,4
NIST_Ca(II)_8360_K1,Ca(II),Amino(phenyl)methylenediphosphonic acid,6.56,7.82,1.26,-48.66,7,4,4
NIST_Sr(II)_8360_K1,Sr(II),Amino(phenyl)methylenediphosphonic acid,5.54,6.91,1.37,-51.21,7,4,4
NIST_Ba(II)_8360_K1,Ba(II),Amino(phenyl)methylenediphosphonic acid,5.16,6.54,1.38,-65.09,7,4,4
NIST_Mn(II)_8360_K1,Mn(II),Amino(phenyl)methylenediphosphonic acid,9.93,8.97,-0.96,-61.99,7,4,4
NIST_Fe(II)_8360_K1,Fe(II),Amino(phenyl)methylenediphosphonic acid,10.4,10.42,0.02,-69.21,7,4,4
NIST_Co(II)_8360_K1,Co(II),Amino(phenyl)methylenediphosphonic acid,10.63,9.54,-1.09,-64.12,7,4,4
NIST_Ni(II)_8360_K1,Ni(II),Amino(phenyl)methylenediphosphonic acid,12.39,10.16,-2.23,-64.85,7,4,4
NIST_Cu(II)_8360_K1,Cu(II),Amino(phenyl)methylenediphosphonic acid,15.63,15.25,-0.38,-86.39,7,4,4
NIST_Fe(III)_8360_K1,Fe(III),Amino(phenyl)methylenediphosphonic acid,20.15,24.39,4.24,-89.8,7,4,4
NIST_Zn(II)_8360_K1,Zn(II),Amino(phenyl)methylenediphosphonic acid,11.64,11.27,-0.37,-62.67,7,4,4
NIST_Al(III)_8360_K1,Al(III),Amino(phenyl)methylenediphosphonic acid,18.79,17.11,-1.68,-80.06,7,4,4
NIST_Ca(II)_8362_K1,Ca(II),"4-Amino-1-hydroxybutane-1,1-diphosphonic",6.1,8.01,1.91,-49.77,8,5,5
NIST_Cu(II)_8362_K1,Cu(II),"4-Amino-1-hydroxybutane-1,1-diphosphonic",12.9,13.46,0.56,-76.15,8,5,5
NIST_Co(II)_8363_K1,Co(II),Aminomethanoylaminomethylphosphonic acid,3.57,7.46,3.89,-52.27,6,4,4
NIST_Ni(II)_8363_K1,Ni(II),Aminomethanoylaminomethylphosphonic acid,4.65,8.05,3.4,-52.8,6,4,4
NIST_Cu(II)_8363_K1,Cu(II),Aminomethanoylaminomethylphosphonic acid,6.87,12.61,5.74,-71.33,6,4,4
NIST_Zn(II)_8363_K1,Zn(II),Aminomethanoylaminomethylphosphonic acid,4.25,9.18,4.93,-50.72,6,4,4
NIST_Co(II)_8364_K1,Co(II),L-1-(Aminomethanoylamino)ethylphosphonic,3.63,7.46,3.83,-52.27,6,4,4
NIST_Ni(II)_8364_K1,Ni(II),L-1-(Aminomethanoylamino)ethylphosphonic,4.63,8.05,3.42,-52.8,6,4,4
NIST_Cu(II)_8364_K1,Cu(II),L-1-(Aminomethanoylamino)ethylphosphonic,6.86,12.61,5.75,-71.33,6,4,4
NIST_Co(II)_8365_K1,Co(II),L-2-Aminopropanoylaminomethylphosphonic ,2.84,7.46,4.62,-52.27,6,4,4
NIST_Ni(II)_8365_K1,Ni(II),L-2-Aminopropanoylaminomethylphosphonic ,3.94,8.05,4.11,-52.8,6,4,4
NIST_Cu(II)_8365_K1,Cu(II),L-2-Aminopropanoylaminomethylphosphonic ,6.36,12.61,6.25,-71.33,6,4,4
NIST_Zn(II)_8365_K1,Zn(II),L-2-Aminopropanoylaminomethylphosphonic ,3.82,9.18,5.36,-50.72,6,4,4
NIST_Co(II)_8366_K1,Co(II),(L-2-Amino-4-methylpentanoylamino)methyl,2.74,7.46,4.72,-52.27,6,4,4
NIST_Ni(II)_8366_K1,Ni(II),(L-2-Amino-4-methylpentanoylamino)methyl,3.79,8.05,4.26,-52.8,6,4,4
NIST_Cu(II)_8366_K1,Cu(II),(L-2-Amino-4-methylpentanoylamino)methyl,6.21,12.61,6.4,-71.33,6,4,4
NIST_Zn(II)_8366_K1,Zn(II),(L-2-Amino-4-methylpentanoylamino)methyl,3.63,9.18,5.55,-50.72,6,4,4
NIST_Co(II)_8367_K1,Co(II),(L-2-Amino-3-phenylpropanoylamino)methyl,2.65,7.46,4.81,-52.27,6,4,4
NIST_Ni(II)_8367_K1,Ni(II),(L-2-Amino-3-phenylpropanoylamino)methyl,3.5,8.05,4.55,-52.8,6,4,4
NIST_Cu(II)_8367_K1,Cu(II),(L-2-Amino-3-phenylpropanoylamino)methyl,6.12,12.61,6.49,-71.33,6,4,4
NIST_Co(II)_8368_K1,Co(II),2-(Aminomethanoylamino)ethylphosphonic a,3.53,7.46,3.93,-52.27,6,4,4
NIST_Ni(II)_8368_K1,Ni(II),2-(Aminomethanoylamino)ethylphosphonic a,4.44,8.05,3.61,-52.8,6,4,4
NIST_Cu(II)_8368_K1,Cu(II),2-(Aminomethanoylamino)ethylphosphonic a,7.55,12.61,5.06,-71.33,6,4,4
NIST_Co(II)_8369_K1,Co(II),L-1-(L-2-Aminopropanoylamino)ethylphosph,3.01,7.46,4.45,-52.27,6,4,4
NIST_Ni(II)_8369_K1,Ni(II),L-1-(L-2-Aminopropanoylamino)ethylphosph,3.96,8.05,4.09,-52.8,6,4,4
NIST_Cu(II)_8369_K1,Cu(II),L-1-(L-2-Aminopropanoylamino)ethylphosph,6.5,12.61,6.11,-71.33,6,4,4
NIST_Zn(II)_8369_K1,Zn(II),L-1-(L-2-Aminopropanoylamino)ethylphosph,4.22,9.18,4.96,-50.72,6,4,4
NIST_Co(II)_8370_K1,Co(II),D-1-(L-2-Aminopropanoylamino)ethylphosph,2.57,7.46,4.89,-52.27,6,4,4
NIST_Ni(II)_8370_K1,Ni(II),D-1-(L-2-Aminopropanoylamino)ethylphosph,3.77,8.05,4.28,-52.8,6,4,4
NIST_Cu(II)_8370_K1,Cu(II),D-1-(L-2-Aminopropanoylamino)ethylphosph,6.47,12.61,6.14,-71.33,6,4,4
NIST_Zn(II)_8370_K1,Zn(II),D-1-(L-2-Aminopropanoylamino)ethylphosph,4.24,9.18,4.94,-50.72,6,4,4
NIST_Cu(II)_8371_K1,Cu(II),L-1-(L-2-Aminopropanoylamino)-3-methylbu,6.69,12.61,5.92,-71.33,6,4,4
NIST_Cu(II)_8372_K1,Cu(II),L-(L-2-Aminopropanoylamino)(cyclopropyl),6.8,12.61,5.81,-71.33,6,4,4
NIST_Co(II)_8373_K1,Co(II),L-1-(L-2-Amino-4-methylpentanoylamino)et,3.14,7.46,4.32,-52.27,6,4,4
NIST_Ni(II)_8373_K1,Ni(II),L-1-(L-2-Amino-4-methylpentanoylamino)et,4.03,8.05,4.02,-52.8,6,4,4
NIST_Cu(II)_8373_K1,Cu(II),L-1-(L-2-Amino-4-methylpentanoylamino)et,6.69,12.61,5.92,-71.33,6,4,4
NIST_Co(II)_8374_K1,Co(II),D-1-(L-2-Amino-4-methylpentanoylamino)et,2.74,7.46,4.72,-52.27,6,4,4
NIST_Ni(II)_8374_K1,Ni(II),D-1-(L-2-Amino-4-methylpentanoylamino)et,3.6,8.05,4.45,-52.8,6,4,4
NIST_Cu(II)_8374_K1,Cu(II),D-1-(L-2-Amino-4-methylpentanoylamino)et,6.62,12.61,5.99,-71.33,6,4,4
NIST_Zn(II)_8374_K1,Zn(II),D-1-(L-2-Amino-4-methylpentanoylamino)et,3.76,9.18,5.42,-50.72,6,4,4
NIST_Co(II)_8375_K1,Co(II),L-1-(L-2-Amino-3-phenylpropanoylamino)et,2.84,7.46,4.62,-52.27,6,4,4
NIST_Ni(II)_8375_K1,Ni(II),L-1-(L-2-Amino-3-phenylpropanoylamino)et,3.69,8.05,4.36,-52.8,6,4,4
NIST_Cu(II)_8375_K1,Cu(II),L-1-(L-2-Amino-3-phenylpropanoylamino)et,6.36,12.61,6.25,-71.33,6,4,4
NIST_Co(II)_8376_K1,Co(II),L-1-(D-2-Amino-3-phenylpropanoylamino)et,2.53,7.46,4.93,-52.27,6,4,4
NIST_Ni(II)_8376_K1,Ni(II),L-1-(D-2-Amino-3-phenylpropanoylamino)et,3.34,8.05,4.71,-52.8,6,4,4
NIST_Cu(II)_8376_K1,Cu(II),L-1-(D-2-Amino-3-phenylpropanoylamino)et,6.57,12.61,6.04,-71.33,6,4,4
NIST_Cu(II)_8377_K1,Cu(II),L-1-(L-2-Amino-4-methylpentanoylamino)-3,6.88,12.61,5.73,-71.33,6,4,4
NIST_Cu(II)_8378_K1,Cu(II),N-Methylaminomethylphosphonic acid (Sar-,8.29,5.0,-3.29,-27.85,4,2,2
NIST_Cu(II)_8379_K1,Cu(II),N-Ethylaminomethylphosphonic acid,7.72,5.0,-2.72,-27.85,4,2,2
NIST_Mg(II)_8380_K1,Mg(II),Iminobis(methylenephosphonic acid) (IDP),4.25,7.91,3.66,-52.74,7,4,4
NIST_Ca(II)_8380_K1,Ca(II),Iminobis(methylenephosphonic acid) (IDP),3.84,7.82,3.98,-48.66,7,4,4
