entry_id,metal,ligand,log_K_exp,log_K_pred,residual,dg_net,donors_raw,donors_dedup,donors_used
NIST_Zn(II)_8234_K1,Zn(II),Cytidine-5'-(dihydrogenphosphate) (CMP-5,2.42,8.46,6.04,-46.62,11,9,6
NIST_Cd(II)_8234_K1,Cd(II),Cytidine-5'-(dihydrogenphosphate) (CMP-5,2.53,7.48,4.95,-44.43,11,9,6
NIST_Al(III)_8234_K1,Al(III),Cytidine-5'-(dihydrogenphosphate) (CMP-5,6.08,9.14,3.06,-34.56,11,9,6
NIST_Mg(II)_8235_K1,Mg(II),Cytidine-5'-(trihydrogendiphosphate) (CD,3.44,3.04,-0.4,-24.96,14,11,6
NIST_Ca(II)_8235_K1,Ca(II),Cytidine-5'-(trihydrogendiphosphate) (CD,2.87,3.17,0.3,-22.13,14,11,6
NIST_Sr(II)_8235_K1,Sr(II),Cytidine-5'-(trihydrogendiphosphate) (CD,2.33,6.47,4.14,-48.68,14,11,8
NIST_Ba(II)_8235_K1,Ba(II),Cytidine-5'-(trihydrogendiphosphate) (CD,2.27,7.83,5.56,-72.42,14,11,8
NIST_Mn(II)_8235_K1,Mn(II),Cytidine-5'-(trihydrogendiphosphate) (CD,4.09,6.14,2.05,-45.83,14,11,6
NIST_Co(II)_8235_K1,Co(II),Cytidine-5'-(trihydrogendiphosphate) (CD,3.65,9.31,5.66,-62.83,14,11,6
NIST_Ni(II)_8235_K1,Ni(II),Cytidine-5'-(trihydrogendiphosphate) (CD,3.82,10.66,6.84,-67.7,14,11,6
NIST_Cu(II)_8235_K1,Cu(II),Cytidine-5'-(trihydrogendiphosphate) (CD,5.29,11.6,6.31,-65.54,14,11,6
NIST_Zn(II)_8235_K1,Zn(II),Cytidine-5'-(trihydrogendiphosphate) (CD,4.1,8.46,4.36,-46.62,14,11,6
NIST_Cd(II)_8235_K1,Cd(II),Cytidine-5'-(trihydrogendiphosphate) (CD,4.23,7.48,3.25,-44.43,14,11,6
NIST_Mg(II)_8236_K1,Mg(II),Cytidine-5'-(tetrahydrogentriphosphate) ,4.44,3.04,-1.4,-24.96,17,13,6
NIST_Ca(II)_8236_K1,Ca(II),Cytidine-5'-(tetrahydrogentriphosphate) ,4.13,3.17,-0.96,-22.13,17,13,6
NIST_Mn(II)_8236_K1,Mn(II),Cytidine-5'-(tetrahydrogentriphosphate) ,5.08,6.14,1.06,-45.83,17,13,6
NIST_Co(II)_8236_K1,Co(II),Cytidine-5'-(tetrahydrogentriphosphate) ,4.95,9.31,4.36,-62.83,17,13,6
NIST_Ni(II)_8236_K1,Ni(II),Cytidine-5'-(tetrahydrogentriphosphate) ,4.84,10.66,5.82,-67.7,17,13,6
NIST_Cu(II)_8236_K1,Cu(II),Cytidine-5'-(tetrahydrogentriphosphate) ,6.02,11.6,5.58,-65.54,17,13,6
NIST_Zn(II)_8236_K1,Zn(II),Cytidine-5'-(tetrahydrogentriphosphate) ,5.09,8.46,3.37,-46.62,17,13,6
NIST_Cd(II)_8236_K1,Cd(II),Cytidine-5'-(tetrahydrogentriphosphate) ,5.29,7.48,2.19,-44.43,17,13,6
NIST_Mg(II)_8241_K1,Mg(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),1.94,4.18,2.24,-31.45,11,9,6
NIST_Ca(II)_8241_K1,Ca(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),1.9,4.38,2.48,-29.0,11,9,6
NIST_Sr(II)_8241_K1,Sr(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),1.85,5.36,3.51,-42.35,11,9,8
NIST_Ba(II)_8241_K1,Ba(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),1.74,5.48,3.74,-59.04,11,9,8
NIST_Mn(II)_8241_K1,Mn(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),2.37,6.94,4.57,-50.4,11,9,6
NIST_Co(II)_8241_K1,Co(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),2.29,9.23,6.94,-62.39,11,9,6
NIST_Ni(II)_8241_K1,Ni(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),2.37,10.36,7.99,-65.99,11,9,6
NIST_Cu(II)_8241_K1,Cu(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),2.9,12.13,9.23,-68.58,11,9,6
NIST_Zn(II)_8241_K1,Zn(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),2.38,9.19,6.81,-50.78,11,9,6
NIST_Cd(II)_8241_K1,Cd(II),Uridine-5'-(dihydrogenphosphate) (UMP-5),2.51,8.47,5.96,-50.07,11,9,6
NIST_Al(III)_8241_K1,Al(III),Uridine-5'-(dihydrogenphosphate) (UMP-5),5.49,11.24,5.75,-46.54,11,9,6
NIST_Mg(II)_8242_K1,Mg(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,1.93,3.79,1.86,-29.21,13,10,6
NIST_Ca(II)_8242_K1,Ca(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,1.76,4.01,2.25,-26.9,13,10,6
NIST_Sr(II)_8242_K1,Sr(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,1.56,6.27,4.71,-47.51,13,10,8
NIST_Mn(II)_8242_K1,Mn(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,2.49,6.59,4.1,-48.41,13,10,6
NIST_Co(II)_8242_K1,Co(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,2.37,8.88,6.51,-60.39,13,10,6
NIST_Ni(II)_8242_K1,Ni(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,2.3,10.01,7.71,-63.99,13,10,6
NIST_Cu(II)_8242_K1,Cu(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,3.29,11.8,8.51,-66.69,13,10,6
NIST_Zn(II)_8242_K1,Zn(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,2.5,8.84,6.34,-48.78,13,10,6
NIST_Cd(II)_8242_K1,Cd(II),Orotidine-5'-(dihydrogenphosphate) (OMP-,2.91,8.14,5.23,-48.19,13,10,6
NIST_Mg(II)_8243_K1,Mg(II),Uridine-5'-(trihydrogendiphosphate) (UDP,3.19,4.96,1.77,-35.93,14,11,6
NIST_Ca(II)_8243_K1,Ca(II),Uridine-5'-(trihydrogendiphosphate) (UDP,2.9,5.11,2.21,-33.2,14,11,6
NIST_Sr(II)_8243_K1,Sr(II),Uridine-5'-(trihydrogendiphosphate) (UDP,2.38,7.34,4.96,-53.66,14,11,8
NIST_Ba(II)_8243_K1,Ba(II),Uridine-5'-(trihydrogendiphosphate) (UDP,2.29,7.6,5.31,-71.13,14,11,8
NIST_Mn(II)_8243_K1,Mn(II),Uridine-5'-(trihydrogendiphosphate) (UDP,4.07,7.64,3.57,-54.4,14,11,6
NIST_Co(II)_8243_K1,Co(II),Uridine-5'-(trihydrogendiphosphate) (UDP,3.68,9.93,6.25,-66.39,14,11,6
NIST_Ni(II)_8243_K1,Ni(II),Uridine-5'-(trihydrogendiphosphate) (UDP,3.5,11.06,7.56,-69.99,14,11,6
NIST_Cu(II)_8243_K1,Cu(II),Uridine-5'-(trihydrogendiphosphate) (UDP,5.21,12.8,7.59,-72.38,14,11,6
NIST_Zn(II)_8243_K1,Zn(II),Uridine-5'-(trihydrogendiphosphate) (UDP,4.07,9.89,5.82,-54.78,14,11,6
NIST_Cd(II)_8243_K1,Cd(II),Uridine-5'-(trihydrogendiphosphate) (UDP,4.22,9.13,4.91,-53.85,14,11,6
NIST_Mg(II)_8244_K1,Mg(II),Uridine-5'-(tetrahydrogentriphosphate) (,4.43,4.96,0.53,-35.93,17,13,6
NIST_Ca(II)_8244_K1,Ca(II),Uridine-5'-(tetrahydrogentriphosphate) (,4.14,5.11,0.97,-33.2,17,13,6
NIST_Mn(II)_8244_K1,Mn(II),Uridine-5'-(tetrahydrogentriphosphate) (,5.08,7.64,2.56,-54.4,17,13,6
NIST_Co(II)_8244_K1,Co(II),Uridine-5'-(tetrahydrogentriphosphate) (,4.95,9.93,4.98,-66.39,17,13,6
NIST_Ni(II)_8244_K1,Ni(II),Uridine-5'-(tetrahydrogentriphosphate) (,4.82,11.06,6.24,-69.99,17,13,6
NIST_Cu(II)_8244_K1,Cu(II),Uridine-5'-(tetrahydrogentriphosphate) (,6.0,12.8,6.8,-72.38,17,13,6
NIST_Zn(II)_8244_K1,Zn(II),Uridine-5'-(tetrahydrogentriphosphate) (,5.06,9.89,4.83,-54.78,17,13,6
NIST_Cd(II)_8244_K1,Cd(II),Uridine-5'-(tetrahydrogentriphosphate) (,5.41,9.13,3.72,-53.85,17,13,6
NIST_Mg(II)_8247_K1,Mg(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,1.96,5.64,3.68,-39.76,10,8,6
NIST_Ca(II)_8247_K1,Ca(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,1.86,5.66,3.8,-36.34,10,8,6
NIST_Sr(II)_8247_K1,Sr(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,1.79,5.36,3.57,-42.35,10,8,8
NIST_Ba(II)_8247_K1,Ba(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,1.72,5.48,3.76,-59.04,10,8,8
NIST_Mn(II)_8247_K1,Mn(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,2.37,8.32,5.95,-58.3,10,8,6
NIST_Co(II)_8247_K1,Co(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,2.31,10.67,8.36,-70.59,10,8,6
NIST_Ni(II)_8247_K1,Ni(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,2.32,11.84,9.52,-74.42,10,8,6
NIST_Cu(II)_8247_K1,Cu(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,3.0,13.58,10.58,-76.85,10,8,6
NIST_Zn(II)_8247_K1,Zn(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,2.46,10.62,8.16,-58.98,10,8,6
NIST_Cd(II)_8247_K1,Cd(II),Thymidine-5'-(dihydrogenphosphate) (TMP-,2.55,9.78,7.23,-57.57,10,8,6
NIST_Al(III)_8247_K1,Al(III),Thymidine-5'-(dihydrogenphosphate) (TMP-,5.66,13.64,7.98,-60.24,10,8,6
NIST_Ca(II)_8248_K1,Ca(II),Thymidine-5'-(trihydrogendiphosphate) (T,2.83,6.4,3.57,-40.54,13,10,6
NIST_Sr(II)_8248_K1,Sr(II),Thymidine-5'-(trihydrogendiphosphate) (T,2.29,7.34,5.05,-53.66,13,10,8
NIST_Ba(II)_8248_K1,Ba(II),Thymidine-5'-(trihydrogendiphosphate) (T,2.22,7.6,5.38,-71.13,13,10,8
NIST_Mn(II)_8248_K1,Mn(II),Thymidine-5'-(trihydrogendiphosphate) (T,4.07,9.02,4.95,-62.3,13,10,6
NIST_Co(II)_8248_K1,Co(II),Thymidine-5'-(trihydrogendiphosphate) (T,3.66,11.37,7.71,-74.59,13,10,6
NIST_Ni(II)_8248_K1,Ni(II),Thymidine-5'-(trihydrogendiphosphate) (T,3.46,12.54,9.08,-78.42,13,10,6
NIST_Cu(II)_8248_K1,Cu(II),Thymidine-5'-(trihydrogendiphosphate) (T,5.23,14.24,9.01,-80.65,13,10,6
NIST_Zn(II)_8248_K1,Zn(II),Thymidine-5'-(trihydrogendiphosphate) (T,4.04,11.32,7.28,-62.98,13,10,6
NIST_Cd(II)_8248_K1,Cd(II),Thymidine-5'-(trihydrogendiphosphate) (T,4.19,10.44,6.25,-61.35,13,10,6
NIST_Mg(II)_8249_K1,Mg(II),Thymidine-5'-(tetrahydrogentriphosphate),4.35,7.2,2.85,-48.72,16,12,6
NIST_Ca(II)_8249_K1,Ca(II),Thymidine-5'-(tetrahydrogentriphosphate),4.06,7.13,3.07,-44.74,16,12,6
NIST_Mn(II)_8249_K1,Mn(II),Thymidine-5'-(tetrahydrogentriphosphate),5.1,9.72,4.62,-66.3,16,12,6
NIST_Co(II)_8249_K1,Co(II),Thymidine-5'-(tetrahydrogentriphosphate),4.91,12.07,7.16,-78.59,16,12,6
NIST_Ni(II)_8249_K1,Ni(II),Thymidine-5'-(tetrahydrogentriphosphate),5.08,13.24,8.16,-82.42,16,12,6
NIST_Cu(II)_8249_K1,Cu(II),Thymidine-5'-(tetrahydrogentriphosphate),6.0,14.91,8.91,-84.45,16,12,6
NIST_Zn(II)_8249_K1,Zn(II),Thymidine-5'-(tetrahydrogentriphosphate),5.1,12.03,6.93,-66.98,16,12,6
NIST_Cd(II)_8249_K1,Cd(II),Thymidine-5'-(tetrahydrogentriphosphate),5.33,11.11,5.78,-65.13,16,12,6
NIST_Cu(II)_8252_K1,Cu(II),"DL-2-(2-Chlorophenyl(hydroxy)methyl)-1,4",12.6,2.68,-9.92,-14.62,3,3,3
NIST_Cu(II)_8253_K1,Cu(II),"DL-2-(2,6-Dichlorophenyl(hydroxy)methyl)",12.16,2.68,-9.48,-14.62,3,3,3
NIST_Cu(II)_8254_K1,Cu(II),"DL-2-(1-Phenyl-1-hydroxyethyl)-1,4,5,6-t",13.2,2.68,-10.52,-14.62,3,3,3
NIST_Ni(II)_8270_K1,Ni(II),6-Oxopurine (Hypoxanthine),1.5,2.63,1.13,-21.86,5,5,5
NIST_Mn(II)_8273_K1,Mn(II),"2,6-Dioxopurine (Xanthine)",1.54,4.72,3.18,-37.71,6,6,6
NIST_Co(II)_8273_K1,Co(II),"2,6-Dioxopurine (Xanthine)",2.1,8.79,6.69,-59.88,6,6,6
NIST_Ni(II)_8273_K1,Ni(II),"2,6-Dioxopurine (Xanthine)",2.9,10.44,7.54,-66.42,6,6,6
NIST_Zn(II)_8273_K1,Zn(II),"2,6-Dioxopurine (Xanthine)",2.05,7.13,5.08,-39.04,6,6,6
NIST_Cd(II)_8273_K1,Cd(II),"2,6-Dioxopurine (Xanthine)",2.63,5.95,3.32,-35.72,6,6,6
NIST_Cu(II)_8280_K1,Cu(II),6-Aminopurine (Adenine),2.7,5.96,3.26,-33.37,5,5,5
NIST_Ni(II)_8295_K1,Ni(II),9-(beta-D-Ribofuranosyl)hypoxanthine (In,1.3,8.94,7.64,-57.87,9,9,6
NIST_Mg(II)_8296_K1,Mg(II),Inosine N(1)-oxide,1.7,1.38,-0.32,-15.46,10,10,6
NIST_Ca(II)_8296_K1,Ca(II),Inosine N(1)-oxide,1.5,1.4,-0.1,-11.99,10,10,6
NIST_Ba(II)_8296_K1,Ba(II),Inosine N(1)-oxide,1.2,3.55,2.35,-48.0,10,10,8
NIST_Mn(II)_8296_K1,Mn(II),Inosine N(1)-oxide,2.5,4.78,2.28,-38.08,10,10,6
NIST_Co(II)_8296_K1,Co(II),Inosine N(1)-oxide,3.46,8.85,5.39,-60.19,10,10,6
NIST_Ni(II)_8296_K1,Ni(II),Inosine N(1)-oxide,3.5,10.45,6.95,-66.49,10,10,6
NIST_Cu(II)_8296_K1,Cu(II),Inosine N(1)-oxide,5.27,10.71,5.44,-60.49,10,10,6
NIST_Zn(II)_8296_K1,Zn(II),Inosine N(1)-oxide,3.6,7.19,3.59,-39.35,10,10,6
NIST_Mn(II)_8297_K1,Mn(II),9-(beta-D-Ribofuranosyl)xanthine (Xantho,0.84,3.37,2.53,-29.99,10,10,6
NIST_Co(II)_8297_K1,Co(II),9-(beta-D-Ribofuranosyl)xanthine (Xantho,1.65,7.38,5.73,-51.8,10,10,6
NIST_Ni(II)_8297_K1,Ni(II),9-(beta-D-Ribofuranosyl)xanthine (Xantho,2.09,8.94,6.85,-57.87,10,10,6
NIST_Cu(II)_8297_K1,Cu(II),9-(beta-D-Ribofuranosyl)xanthine (Xantho,2.58,9.23,6.65,-52.03,10,10,6
NIST_Zn(II)_8297_K1,Zn(II),9-(beta-D-Ribofuranosyl)xanthine (Xantho,1.32,5.72,4.4,-30.96,10,10,6
NIST_Cd(II)_8297_K1,Cd(II),9-(beta-D-Ribofuranosyl)xanthine (Xantho,1.96,4.64,2.68,-28.23,10,10,6
NIST_Ni(II)_8303_K1,Ni(II),9-(beta-D-Ribofuranosyl)guanine (Guanosi,1.7,10.67,8.97,-67.73,10,10,6
NIST_Cu(II)_8303_K1,Cu(II),9-(beta-D-Ribofuranosyl)guanine (Guanosi,2.1,10.11,8.01,-57.04,10,10,6
NIST_Mg(II)_8305_K1,Mg(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",1.54,0.5,-1.04,-10.46,11,9,6
NIST_Ca(II)_8305_K1,Ca(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",1.43,0.65,-0.78,-7.75,11,9,6
NIST_Sr(II)_8305_K1,Sr(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",1.24,3.0,1.76,-28.86,11,9,8
NIST_Ba(II)_8305_K1,Ba(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",1.13,5.15,4.02,-57.17,11,9,8
NIST_Mn(II)_8305_K1,Mn(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",2.11,4.0,1.89,-33.63,11,9,6
NIST_Co(II)_8305_K1,Co(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",1.94,8.03,6.09,-55.55,11,9,6
NIST_Ni(II)_8305_K1,Ni(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",2.04,9.6,7.56,-61.62,11,9,6
NIST_Cu(II)_8305_K1,Cu(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",2.9,9.8,6.9,-55.26,11,9,6
NIST_Zn(II)_8305_K1,Zn(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",2.11,6.37,4.26,-34.71,11,9,6
NIST_Cd(II)_8305_K1,Cd(II),"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-a",2.42,5.24,2.82,-31.63,11,9,6
NIST_Mg(II)_8306_K1,Mg(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),1.67,-0.11,-1.78,-6.93,12,10,6
NIST_Ca(II)_8306_K1,Ca(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),1.5,0.07,-1.43,-4.44,12,10,6
NIST_Sr(II)_8306_K1,Sr(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),1.33,2.38,1.05,-25.34,12,10,8
NIST_Ba(II)_8306_K1,Ba(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),1.3,4.37,3.07,-52.7,12,10,8
NIST_Mn(II)_8306_K1,Mn(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),2.32,3.37,1.05,-29.99,12,10,6
NIST_Co(II)_8306_K1,Co(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),2.74,7.38,4.64,-51.8,12,10,6
NIST_Ni(II)_8306_K1,Ni(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),3.12,8.94,5.82,-57.87,12,10,6
NIST_Cu(II)_8306_K1,Cu(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),3.51,9.23,5.72,-52.03,12,10,6
NIST_Zn(II)_8306_K1,Zn(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),2.59,5.72,3.13,-30.96,12,10,6
NIST_Cd(II)_8306_K1,Cd(II),Inosine-5'-(dihydrogenphosphate) (IMP-5),3.02,4.64,1.62,-28.23,12,10,6
NIST_Mg(II)_8307_K1,Mg(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,2.1,1.38,-0.72,-15.46,13,11,6
NIST_Ca(II)_8307_K1,Ca(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,2.0,1.4,-0.6,-11.99,13,11,6
NIST_Ba(II)_8307_K1,Ba(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,1.6,3.55,1.95,-48.0,13,11,8
NIST_Mn(II)_8307_K1,Mn(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,2.85,4.78,1.93,-38.08,13,11,6
NIST_Co(II)_8307_K1,Co(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,3.73,8.85,5.12,-60.19,13,11,6
NIST_Ni(II)_8307_K1,Ni(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,3.9,10.45,6.55,-66.49,13,11,6
NIST_Cu(II)_8307_K1,Cu(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,5.46,10.71,5.25,-60.49,13,11,6
NIST_Zn(II)_8307_K1,Zn(II),Inosine-5'-(dihydrogenphosphate) N(1)oxi,3.83,7.19,3.36,-39.35,13,11,6
NIST_Mg(II)_8308_K1,Mg(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,1.87,2.44,0.57,-21.54,9,7,6
NIST_Ca(II)_8308_K1,Ca(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,1.65,2.18,0.53,-16.45,9,7,6
NIST_Sr(II)_8308_K1,Sr(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,1.37,2.47,1.1,-25.84,9,7,7
NIST_Ba(II)_8308_K1,Ba(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,1.3,5.43,4.13,-58.75,9,7,7
NIST_Mn(II)_8308_K1,Mn(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,2.54,6.03,3.49,-45.22,9,7,6
NIST_Co(II)_8308_K1,Co(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,2.37,11.01,8.64,-72.56,9,7,6
NIST_Ni(II)_8308_K1,Ni(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,2.41,12.84,10.43,-80.16,9,7,6
NIST_Cu(II)_8308_K1,Cu(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,3.96,12.22,8.26,-69.11,9,7,6
NIST_Cd(II)_8308_K1,Cd(II),9-[2-(Phosphonylmethoxy)ethyl]adenine,3.0,6.94,3.94,-41.36,9,7,6
NIST_Mg(II)_8310_K1,Mg(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,1.98,0.2,-1.78,-8.75,12,10,6
NIST_Ca(II)_8310_K1,Ca(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,1.88,0.16,-1.72,-4.91,12,10,6
NIST_Sr(II)_8310_K1,Sr(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,1.79,2.7,0.91,-27.17,12,10,8
NIST_Ba(II)_8310_K1,Ba(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,1.76,5.72,3.96,-60.42,12,10,8
NIST_Mn(II)_8310_K1,Mn(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,2.41,3.95,1.54,-33.32,12,10,6
NIST_Co(II)_8310_K1,Co(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,2.32,8.88,6.56,-60.37,12,10,6
NIST_Ni(II)_8310_K1,Ni(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,2.34,10.67,8.33,-67.73,12,10,6
NIST_Cu(II)_8310_K1,Cu(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,3.16,10.11,6.95,-57.04,12,10,6
NIST_Zn(II)_8310_K1,Zn(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,2.69,6.42,3.73,-35.0,12,10,6
NIST_Cd(II)_8310_K1,Cd(II),Adenosine-2'-(dihydrogenphosphate) (AMP-,3.0,4.97,1.97,-30.09,12,10,6
NIST_Mg(II)_8311_K1,Mg(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,1.94,0.2,-1.74,-8.75,12,10,6
NIST_Ca(II)_8311_K1,Ca(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,1.85,0.16,-1.69,-4.91,12,10,6
NIST_Sr(II)_8311_K1,Sr(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,1.76,2.7,0.94,-27.17,12,10,8
NIST_Ba(II)_8311_K1,Ba(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,1.74,5.72,3.98,-60.42,12,10,8
NIST_Mn(II)_8311_K1,Mn(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,2.32,3.95,1.63,-33.32,12,10,6
NIST_Co(II)_8311_K1,Co(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,2.22,8.88,6.66,-60.37,12,10,6
NIST_Ni(II)_8311_K1,Ni(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,2.24,10.67,8.43,-67.73,12,10,6
NIST_Cu(II)_8311_K1,Cu(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,2.96,10.11,7.15,-57.04,12,10,6
NIST_Zn(II)_8311_K1,Zn(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,2.61,6.42,3.81,-35.0,12,10,6
NIST_Cd(II)_8311_K1,Cd(II),Adenosine-3'-(dihydrogenphosphate) (AMP-,2.95,4.97,2.02,-30.09,12,10,6
NIST_Li(I)_8312_K1,Li(I),Adenosine-5'-(dihydrogenphosphate) (AMP-,1.22,0.01,-1.21,6.92,12,10,4
NIST_Na(I)_8312_K1,Na(I),Adenosine-5'-(dihydrogenphosphate) (AMP-,0.88,-2.19,-3.07,13.4,12,10,6
NIST_K(I)_8312_K1,K(I),Adenosine-5'-(dihydrogenphosphate) (AMP-,0.7,-1.45,-2.15,9.76,12,10,6
NIST_Mg(II)_8312_K1,Mg(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,1.92,0.2,-1.72,-8.75,12,10,6
NIST_Ca(II)_8312_K1,Ca(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,1.92,0.16,-1.76,-4.91,12,10,6
NIST_Sr(II)_8312_K1,Sr(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,1.84,2.7,0.86,-27.17,12,10,8
NIST_Ba(II)_8312_K1,Ba(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,1.78,5.72,3.94,-60.42,12,10,8
NIST_La(III)_8312_K1,La(III),Adenosine-5'-(dihydrogenphosphate) (AMP-,3.91,5.47,1.56,-36.38,12,10,9
NIST_Nd(III)_8312_K1,Nd(III),Adenosine-5'-(dihydrogenphosphate) (AMP-,4.22,13.62,9.4,-98.19,12,10,9
NIST_Eu(III)_8312_K1,Eu(III),Adenosine-5'-(dihydrogenphosphate) (AMP-,4.63,11.39,6.76,-79.39,12,10,8
NIST_Dy(III)_8312_K1,Dy(III),Adenosine-5'-(dihydrogenphosphate) (AMP-,4.7,12.27,7.57,-94.24,12,10,8
NIST_Mn(II)_8312_K1,Mn(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,2.37,3.95,1.58,-33.32,12,10,6
NIST_Co(II)_8312_K1,Co(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,2.53,8.88,6.35,-60.37,12,10,6
NIST_Ni(II)_8312_K1,Ni(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,2.67,10.67,8.0,-67.73,12,10,6
NIST_Cu(II)_8312_K1,Cu(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,3.18,10.11,6.93,-57.04,12,10,6
NIST_Zn(II)_8312_K1,Zn(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,2.76,6.42,3.66,-35.0,12,10,6
NIST_Cd(II)_8312_K1,Cd(II),Adenosine-5'-(dihydrogenphosphate) (AMP-,3.04,4.97,1.93,-30.09,12,10,6
NIST_Al(III)_8312_K1,Al(III),Adenosine-5'-(dihydrogenphosphate) (AMP-,6.17,5.32,-0.85,-12.74,12,10,6
NIST_Mg(II)_8315_K1,Mg(II),2'-Deoxyguanosine-5'-(dihydrogenphosphat,1.81,0.2,-1.61,-8.75,12,10,6
NIST_Cu(II)_8315_K1,Cu(II),2'-Deoxyguanosine-5'-(dihydrogenphosphat,4.05,10.11,6.06,-57.04,12,10,6
NIST_Zn(II)_8315_K1,Zn(II),2'-Deoxyguanosine-5'-(dihydrogenphosphat,2.99,6.42,3.43,-35.0,12,10,6
NIST_Mg(II)_8316_K1,Mg(II),Guanosine-5'-(dihydrogenphosphate) (GMP-,1.99,0.2,-1.79,-8.75,13,11,6
